1,873.12
2,874.14
3,872.73
4,869.06
5,864.83
6,855.44
7,845.35
8,827.83
9,828.61
10,834.56
11,824.47
12,819.31
13,824.55
14,822.12
15,830.1
16,839.64
17,842.15
18,839.96
19,846.14
20,846.61
21,832.29
22,815.0
23,817.04
24,826.11
25,831.9
26,818.91
27,818.68
28,830.49
29,837.69
30,837.61
31,848.8
32,858.73
33,850.13
34,847.47
35,850.13
36,840.5
37,836.44
38,834.72
39,855.6
40,848.48
41,830.96
42,821.34
43,803.04
44,810.0
45,811.8
46,803.66
47,802.49
48,814.14
49,815.86
50,808.43
51,819.46
52,815.71
53,815.08
54,806.95
55,789.5
56,781.29
57,767.99
58,749.22
59,742.88
60,747.26
61,752.19
62,760.56
63,761.58
64,768.15
65,770.26
66,766.19
67,747.89
68,743.43
69,763.06
70,764.0
71,769.48
72,779.41
73,786.53
74,773.47
75,762.98
76,763.69
77,770.89
78,776.13
79,770.1
80,761.81
81,752.82
82,757.74
83,753.13
84,739.05
85,731.15
86,728.1
87,719.18
88,736.94
89,749.77
90,745.38
91,736.39
92,731.3
93,734.2
94,726.92
95,715.03
96,707.6
97,708.39
98,711.91
99,714.17
100,717.85
101,708.07
102,711.44
103,703.69
104,696.42
105,705.96
106,694.77
107,692.66
108,666.61
109,656.76
110,652.61
111,641.9
112,647.45
113,644.63
114,655.74
115,653.39
116,648.7
117,654.18
118,658.79
119,645.26
120,635.4
121,641.19
122,637.2
123,634.54
124,632.04
125,616.24
126,603.25
127,602.16
128,604.74
129,598.4
130,589.64
131,598.48
132,604.43
133,603.49
134,597.54
135,586.83
136,592.77
137,596.37
138,595.35
139,593.87
140,579.94
141,577.6
142,587.06
143,598.64
144,596.61
145,603.02
146,618.66
147,619.29
148,617.26
149,611.94
150,615.3
151,608.57
152,609.59
153,614.05
154,624.92
155,647.61
156,658.4
157,659.18
158,659.18
159,672.64
160,667.16
161,671.93
162,669.12
163,674.75
164,657.23
165,665.28
166,665.52
167,673.03
168,659.34
169,633.84
170,636.19
171,636.26
172,645.03
173,662.86
174,669.82
175,654.88
176,651.44
177,642.29
178,658.4
179,673.5
180,658.17
181,648.08
182,631.02
183,602.63
184,607.56
185,584.56
186,587.61
187,601.53
188,604.82
189,607.87
190,621.95
191,637.98
192,649.95
193,654.1
194,663.72
195,670.76
196,674.05
197,651.91
198,648.78
199,639.79
200,627.19
201,641.74
202,654.72
203,658.17
204,662.94
205,677.88
206,670.76
207,648.0
208,663.33
209,678.58
210,656.84
211,666.61
212,671.54
213,688.13
214,686.8
215,704.63
216,711.59
217,726.85
218,721.84
219,731.54
220,737.88
221,740.54
222,756.44
223,767.29
224,777.3
225,784.89
226,797.56
227,773.78
228,760.4
229,752.58
230,751.1
231,757.43
232,765.57
233,770.89
234,784.57
235,795.68
236,805.77
237,797.72
238,790.36
239,787.94
240,789.19
241,784.97
242,775.97
243,786.61
244,787.23
245,759.62
246,762.12
247,772.29
248,770.57
249,791.77
250,792.87
251,790.68
252,806.24
253,802.41
254,803.66
255,816.96
256,828.85
257,816.33
258,815.39
259,820.79
260,826.11
261,830.26
262,833.23
263,843.09
264,852.08
265,848.56
266,852.08
267,859.67
268,853.72
269,845.35
270,830.18
271,828.69
272,821.26
273,802.17
274,803.58
275,795.37
276,814.3
277,816.65
278,805.23
279,802.57
280,809.53
281,812.42
282,818.84
283,835.34
284,846.06
285,847.86
286,845.59
287,850.44
288,865.77
289,850.99
290,847.15
291,844.88
292,845.9
293,851.06
294,853.88
295,836.75
296,835.42
297,834.64
298,827.68
299,832.37
300,845.98
301,858.57
302,859.9
303,869.92
304,867.41
305,861.23
306,843.79
307,844.81
308,843.71
309,846.84
310,839.96
311,847.54
312,858.89
313,858.03
314,846.61
315,843.48
316,846.68
317,854.35
318,871.17
319,883.68
320,881.02
321,878.13
322,875.47
323,872.34
324,867.57
325,874.22
326,887.83
327,889.78
328,891.66
329,887.12
330,888.45
331,878.05
332,869.06
333,879.85
334,872.42
335,853.18
336,851.92
337,860.53
338,863.42
339,859.51
